,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,night,morning,afternoon,afterwork,evening,winter,spring,summer,autumn,dayofweek,nice_weather,cloudy,rain_snow,very_bad_weather,timediff
23,1/1/2011 23:00,winter,0,0,cloudy,18.86,22.725,88,19.9995,15,24,39,23,1,0,0,0,0,1,0,0,0,5,0,1,0,0,1
24,1/2/2011 0:00,winter,0,0,cloudy,18.86,22.725,88,19.9995,4,13,17,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2
25,1/2/2011 1:00,winter,0,0,cloudy,18.04,21.97,94,16.9979,1,16,17,1,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2
26,1/2/2011 2:00,winter,0,0,cloudy,17.22,21.21,100,19.0012,1,8,9,2,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2
27,1/2/2011 3:00,winter,0,0,cloudy,18.86,22.725,94,12.998,2,4,6,3,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2
28,1/2/2011 4:00,winter,0,0,cloudy,18.86,22.725,94,12.998,2,1,3,4,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2
29,1/2/2011 6:00,winter,0,0,rain_snow,17.22,21.21,77,19.9995,0,2,2,6,0,1,0,0,0,1,0,0,0,6,0,0,1,0,2
30,1/2/2011 7:00,winter,0,0,cloudy,16.4,20.455,76,12.998,0,1,1,7,0,1,0,0,0,1,0,0,0,6,0,1,0,0,2
31,1/2/2011 8:00,winter,0,0,rain_snow,16.4,20.455,71,15.0013,0,8,8,8,0,1,0,0,0,1,0,0,0,6,0,0,1,0,2
32,1/2/2011 9:00,winter,0,0,cloudy,15.58,19.695,76,15.0013,1,19,20,9,0,1,0,0,0,1,0,0,0,6,0,1,0,0,2
33,1/2/2011 10:00,winter,0,0,cloudy,14.76,17.425,81,15.0013,7,46,53,10,0,1,0,0,0,1,0,0,0,6,0,1,0,0,2
34,1/2/2011 11:00,winter,0,0,cloudy,14.76,16.665,71,16.9979,16,54,70,11,0,0,1,0,0,1,0,0,0,6,0,1,0,0,2
35,1/2/2011 12:00,winter,0,0,cloudy,14.76,16.665,66,19.9995,20,73,93,12,0,0,1,0,0,1,0,0,0,6,0,1,0,0,2
36,1/2/2011 13:00,winter,0,0,cloudy,14.76,17.425,66,8.9981,11,64,75,13,0,0,1,0,0,1,0,0,0,6,0,1,0,0,2
37,1/2/2011 14:00,winter,0,0,rain_snow,14.76,17.425,76,12.998,4,55,59,14,0,0,1,0,0,1,0,0,0,6,0,0,1,0,2
38,1/2/2011 15:00,winter,0,0,rain_snow,13.94,16.665,81,11.0014,19,55,74,15,0,0,1,0,0,1,0,0,0,6,0,0,1,0,2
39,1/2/2011 16:00,winter,0,0,rain_snow,13.94,16.665,71,11.0014,9,67,76,16,0,0,0,1,0,1,0,0,0,6,0,0,1,0,2
40,1/2/2011 17:00,winter,0,0,nice_weather,13.94,16.665,57,12.998,7,58,65,17,0,0,0,1,0,1,0,0,0,6,1,0,0,0,2
41,1/2/2011 18:00,winter,0,0,cloudy,14.76,16.665,46,22.0028,10,43,53,18,0,0,0,1,0,1,0,0,0,6,0,1,0,0,2
42,1/2/2011 19:00,winter,0,0,nice_weather,13.12,14.395,42,30.0026,1,29,30,19,0,0,0,1,0,1,0,0,0,6,1,0,0,0,2
43,1/2/2011 20:00,winter,0,0,nice_weather,12.3,13.635,39,23.9994,5,17,22,20,0,0,0,0,1,1,0,0,0,6,1,0,0,0,2
44,1/2/2011 21:00,winter,0,0,nice_weather,10.66,11.365,44,22.0028,11,20,31,21,0,0,0,0,1,1,0,0,0,6,1,0,0,0,2
45,1/2/2011 22:00,winter,0,0,nice_weather,9.84,10.605,44,19.9995,0,9,9,22,0,0,0,0,1,1,0,0,0,6,1,0,0,0,2
46,1/2/2011 23:00,winter,0,0,nice_weather,9.02,11.365,47,11.0014,0,8,8,23,1,0,0,0,0,1,0,0,0,6,1,0,0,0,2
47,1/3/2011 0:00,winter,0,1,nice_weather,9.02,9.85,44,23.9994,0,5,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
48,1/3/2011 1:00,winter,0,1,nice_weather,8.2,8.335,44,27.9993,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
49,1/3/2011 4:00,winter,0,1,nice_weather,6.56,6.82,47,26.0027,0,1,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
50,1/3/2011 5:00,winter,0,1,nice_weather,6.56,6.82,47,19.0012,0,3,3,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
51,1/3/2011 6:00,winter,0,1,nice_weather,5.74,5.305,50,26.0027,0,30,30,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
52,1/3/2011 7:00,winter,0,1,nice_weather,5.74,6.82,50,12.998,1,63,64,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
53,1/3/2011 8:00,winter,0,1,nice_weather,5.74,6.06,50,19.0012,1,153,154,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
54,1/3/2011 9:00,winter,0,1,nice_weather,6.56,6.82,43,26.0027,7,81,88,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
55,1/3/2011 10:00,winter,0,1,nice_weather,7.38,8.335,43,16.9979,11,33,44,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
56,1/3/2011 11:00,winter,0,1,nice_weather,8.2,9.09,40,22.0028,10,41,51,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
57,1/3/2011 12:00,winter,0,1,nice_weather,9.02,10.605,35,19.9995,13,48,61,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
58,1/3/2011 13:00,winter,0,1,nice_weather,9.84,10.605,35,19.0012,8,53,61,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
59,1/3/2011 14:00,winter,0,1,nice_weather,10.66,12.12,30,19.0012,11,66,77,14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
60,1/3/2011 15:00,winter,0,1,nice_weather,10.66,12.12,30,16.9979,14,58,72,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
61,1/3/2011 16:00,winter,0,1,nice_weather,10.66,12.12,30,16.9979,9,67,76,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
62,1/3/2011 17:00,winter,0,1,nice_weather,9.84,11.365,30,15.0013,11,146,157,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
63,1/3/2011 18:00,winter,0,1,nice_weather,9.84,12.88,32,7.0015,9,148,157,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
64,1/3/2011 19:00,winter,0,1,nice_weather,8.2,12.88,47,0,8,102,110,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
65,1/3/2011 20:00,winter,0,1,nice_weather,8.2,11.365,47,7.0015,3,49,52,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
66,1/3/2011 21:00,winter,0,1,nice_weather,7.38,9.85,64,8.9981,3,49,52,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
67,1/3/2011 22:00,winter,0,1,nice_weather,5.74,7.575,69,8.9981,0,20,20,22,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
68,1/3/2011 23:00,winter,0,1,nice_weather,7.38,10.605,55,7.0015,1,11,12,23,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
69,1/4/2011 0:00,winter,0,1,nice_weather,6.56,9.09,55,7.0015,0,5,5,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
70,1/4/2011 1:00,winter,0,1,nice_weather,6.56,9.09,59,7.0015,0,2,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
71,1/4/2011 2:00,winter,0,1,nice_weather,5.74,7.575,63,8.9981,0,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
72,1/4/2011 4:00,winter,0,1,nice_weather,5.74,9.09,63,6.0032,0,2,2,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
73,1/4/2011 5:00,winter,0,1,nice_weather,4.92,7.575,68,7.0015,0,4,4,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
74,1/4/2011 6:00,winter,0,1,nice_weather,4.92,7.575,74,7.0015,0,36,36,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4
75,1/4/2011 7:00,winter,0,1,nice_weather,4.92,7.575,74,8.9981,2,92,94,7,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4
76,1/4/2011 8:00,winter,0,1,nice_weather,5.74,7.575,69,11.0014,2,177,179,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4
77,1/4/2011 9:00,winter,0,1,nice_weather,6.56,7.575,64,15.0013,2,98,100,9,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4
78,1/4/2011 10:00,winter,0,1,cloudy,6.56,6.82,69,22.0028,5,37,42,10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4
79,1/4/2011 11:00,winter,0,1,nice_weather,9.02,10.605,51,19.9995,7,50,57,11,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4
80,1/4/2011 12:00,winter,0,1,nice_weather,9.02,11.365,51,11.0014,12,66,78,12,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4
81,1/4/2011 13:00,winter,0,1,nice_weather,9.84,11.365,56,12.998,18,79,97,13,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4
82,1/4/2011 14:00,winter,0,1,nice_weather,10.66,12.88,52,15.0013,9,54,63,14,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4
83,1/4/2011 15:00,winter,0,1,nice_weather,11.48,13.635,52,16.9979,17,48,65,15,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4
84,1/4/2011 16:00,winter,0,1,nice_weather,12.3,14.395,49,16.9979,15,68,83,16,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4
85,1/4/2011 17:00,winter,0,1,nice_weather,11.48,13.635,48,15.0013,10,202,212,17,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4
86,1/4/2011 18:00,winter,0,1,nice_weather,10.66,12.88,48,12.998,3,179,182,18,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4
87,1/4/2011 19:00,winter,0,1,nice_weather,9.84,12.88,48,7.0015,2,110,112,19,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4
88,1/4/2011 20:00,winter,0,1,nice_weather,9.84,12.88,48,7.0015,1,53,54,20,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4
89,1/4/2011 21:00,winter,0,1,nice_weather,9.02,13.635,64,0,0,48,48,21,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4
90,1/4/2011 22:00,winter,0,1,nice_weather,9.02,12.88,64,6.0032,1,34,35,22,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4
91,1/4/2011 23:00,winter,0,1,nice_weather,8.2,11.365,69,6.0032,2,9,11,23,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4
92,1/5/2011 0:00,winter,0,1,nice_weather,8.2,12.88,64,0,0,6,6,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
93,1/5/2011 1:00,winter,0,1,nice_weather,6.56,9.85,74,6.0032,0,6,6,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
94,1/5/2011 2:00,winter,0,1,nice_weather,6.56,9.85,74,6.0032,0,2,2,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
95,1/5/2011 4:00,winter,0,1,nice_weather,9.84,11.365,48,15.0013,0,2,2,4,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
96,1/5/2011 5:00,winter,0,1,nice_weather,9.02,11.365,47,11.0014,0,3,3,5,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
97,1/5/2011 6:00,winter,0,1,nice_weather,8.2,9.85,47,15.0013,0,33,33,6,0,1,0,0,0,1,0,0,0,2,1,0,0,0,5
98,1/5/2011 7:00,winter,0,1,nice_weather,7.38,9.09,43,12.998,1,87,88,7,0,1,0,0,0,1,0,0,0,2,1,0,0,0,5
99,1/5/2011 8:00,winter,0,1,nice_weather,8.2,9.09,40,19.9995,3,192,195,8,0,1,0,0,0,1,0,0,0,2,1,0,0,0,5
100,1/5/2011 9:00,winter,0,1,nice_weather,9.02,9.85,37,22.0028,6,109,115,9,0,1,0,0,0,1,0,0,0,2,1,0,0,0,5
101,1/5/2011 10:00,winter,0,1,nice_weather,9.02,9.85,37,22.0028,4,53,57,10,0,1,0,0,0,1,0,0,0,2,1,0,0,0,5
102,1/5/2011 11:00,winter,0,1,nice_weather,10.66,11.365,33,22.0028,12,34,46,11,0,0,1,0,0,1,0,0,0,2,1,0,0,0,5
103,1/5/2011 12:00,winter,0,1,nice_weather,10.66,11.365,33,22.0028,5,74,79,12,0,0,1,0,0,1,0,0,0,2,1,0,0,0,5
104,1/5/2011 13:00,winter,0,1,nice_weather,11.48,12.88,30,19.9995,6,65,71,13,0,0,1,0,0,1,0,0,0,2,1,0,0,0,5
105,1/5/2011 14:00,winter,0,1,nice_weather,12.3,14.395,28,12.998,10,52,62,14,0,0,1,0,0,1,0,0,0,2,1,0,0,0,5
106,1/5/2011 15:00,winter,0,1,nice_weather,12.3,14.395,28,12.998,7,55,62,15,0,0,1,0,0,1,0,0,0,2,1,0,0,0,5
107,1/5/2011 16:00,winter,0,1,nice_weather,12.3,15.91,28,6.0032,4,85,89,16,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5
108,1/5/2011 17:00,winter,0,1,nice_weather,9.84,11.365,38,12.998,4,186,190,17,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5
109,1/5/2011 18:00,winter,0,1,nice_weather,9.84,12.12,38,8.9981,3,166,169,18,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5
110,1/5/2011 19:00,winter,0,1,nice_weather,9.84,12.88,38,7.0015,5,127,132,19,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5
111,1/5/2011 20:00,winter,0,1,nice_weather,9.02,11.365,47,11.0014,7,82,89,20,0,0,0,0,1,1,0,0,0,2,1,0,0,0,5
112,1/5/2011 21:00,winter,0,1,nice_weather,8.2,9.85,51,12.998,3,40,43,21,0,0,0,0,1,1,0,0,0,2,1,0,0,0,5
113,1/5/2011 22:00,winter,0,1,nice_weather,7.38,9.85,55,8.9981,1,41,42,22,0,0,0,0,1,1,0,0,0,2,1,0,0,0,5
114,1/5/2011 23:00,winter,0,1,nice_weather,8.2,12.88,47,0,1,18,19,23,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5
115,1/6/2011 0:00,winter,0,1,nice_weather,7.38,12.12,55,0,0,11,11,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,6
116,1/6/2011 1:00,winter,0,1,nice_weather,6.56,11.365,64,0,0,4,4,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,6
117,1/6/2011 2:00,winter,0,1,nice_weather,6.56,11.365,64,0,0,2,2,2,1,0,0,0,0,1,0,0,0,3,1,0,0,0,6
118,1/6/2011 4:00,winter,0,1,cloudy,6.56,9.85,64,6.0032,0,1,1,4,1,0,0,0,0,1,0,0,0,3,0,1,0,0,6
119,1/6/2011 5:00,winter,0,1,cloudy,5.74,9.09,69,6.0032,0,4,4,5,1,0,0,0,0,1,0,0,0,3,0,1,0,0,6
120,1/6/2011 6:00,winter,0,1,cloudy,5.74,8.335,63,7.0015,0,36,36,6,0,1,0,0,0,1,0,0,0,3,0,1,0,0,6
121,1/6/2011 7:00,winter,0,1,cloudy,6.56,11.365,59,0,0,95,95,7,0,1,0,0,0,1,0,0,0,3,0,1,0,0,6
122,1/6/2011 8:00,winter,0,1,nice_weather,6.56,11.365,59,0,3,216,219,8,0,1,0,0,0,1,0,0,0,3,1,0,0,0,6
123,1/6/2011 9:00,winter,0,1,cloudy,7.38,12.12,51,0,6,116,122,9,0,1,0,0,0,1,0,0,0,3,0,1,0,0,6
124,1/6/2011 10:00,winter,0,1,nice_weather,8.2,12.88,47,0,3,42,45,10,0,1,0,0,0,1,0,0,0,3,1,0,0,0,6
125,1/6/2011 11:00,winter,0,1,nice_weather,9.02,12.88,44,6.0032,2,57,59,11,0,0,1,0,0,1,0,0,0,3,1,0,0,0,6
126,1/6/2011 12:00,winter,0,1,nice_weather,10.66,14.395,35,0,6,78,84,12,0,0,1,0,0,1,0,0,0,3,1,0,0,0,6
127,1/6/2011 13:00,winter,0,1,nice_weather,10.66,13.635,35,7.0015,12,55,67,13,0,0,1,0,0,1,0,0,0,3,1,0,0,0,6
128,1/6/2011 14:00,winter,0,1,nice_weather,11.48,13.635,36,11.0014,11,59,70,14,0,0,1,0,0,1,0,0,0,3,1,0,0,0,6
129,1/6/2011 15:00,winter,0,1,nice_weather,11.48,13.635,36,0,8,54,62,15,0,0,1,0,0,1,0,0,0,3,1,0,0,0,6
130,1/6/2011 16:00,winter,0,1,nice_weather,10.66,12.88,38,11.0014,12,74,86,16,0,0,0,1,0,1,0,0,0,3,1,0,0,0,6
131,1/6/2011 17:00,winter,0,1,nice_weather,9.02,11.365,51,11.0014,9,163,172,17,0,0,0,1,0,1,0,0,0,3,1,0,0,0,6
132,1/6/2011 18:00,winter,0,1,nice_weather,9.02,11.365,51,8.9981,5,158,163,18,0,0,0,1,0,1,0,0,0,3,1,0,0,0,6
133,1/6/2011 19:00,winter,0,1,nice_weather,9.02,12.88,55,6.0032,3,109,112,19,0,0,0,1,0,1,0,0,0,3,1,0,0,0,6
134,1/6/2011 20:00,winter,0,1,nice_weather,8.2,10.605,51,11.0014,3,66,69,20,0,0,0,0,1,1,0,0,0,3,1,0,0,0,6
135,1/6/2011 21:00,winter,0,1,cloudy,9.02,10.605,55,15.0013,0,48,48,21,0,0,0,0,1,1,0,0,0,3,0,1,0,0,6
136,1/6/2011 22:00,winter,0,1,cloudy,9.02,10.605,51,19.0012,1,51,52,22,0,0,0,0,1,1,0,0,0,3,0,1,0,0,6
137,1/6/2011 23:00,winter,0,1,cloudy,8.2,9.85,59,12.998,4,19,23,23,1,0,0,0,0,1,0,0,0,3,0,1,0,0,6
138,1/7/2011 0:00,winter,0,1,cloudy,8.2,9.85,64,12.998,4,13,17,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,7
139,1/7/2011 1:00,winter,0,1,cloudy,8.2,9.85,69,15.0013,2,5,7,1,1,0,0,0,0,1,0,0,0,4,0,1,0,0,7
140,1/7/2011 2:00,winter,0,1,cloudy,8.2,9.85,69,15.0013,0,1,1,2,1,0,0,0,0,1,0,0,0,4,0,1,0,0,7
141,1/7/2011 4:00,winter,0,1,cloudy,8.2,10.605,69,8.9981,0,1,1,4,1,0,0,0,0,1,0,0,0,4,0,1,0,0,7
142,1/7/2011 5:00,winter,0,1,rain_snow,9.02,13.635,55,0,0,5,5,5,1,0,0,0,0,1,0,0,0,4,0,0,1,0,7
143,1/7/2011 6:00,winter,0,1,cloudy,8.2,12.88,69,0,8,26,34,6,0,1,0,0,0,1,0,0,0,4,0,1,0,0,7
144,1/7/2011 7:00,winter,0,1,nice_weather,8.2,10.605,69,8.9981,8,76,84,7,0,1,0,0,0,1,0,0,0,4,1,0,0,0,7
145,1/7/2011 8:00,winter,0,1,nice_weather,8.2,9.85,51,16.9979,20,190,210,8,0,1,0,0,0,1,0,0,0,4,1,0,0,0,7
146,1/7/2011 9:00,winter,0,1,nice_weather,8.2,9.09,47,19.9995,9,125,134,9,0,1,0,0,0,1,0,0,0,4,1,0,0,0,7
147,1/7/2011 10:00,winter,0,1,nice_weather,9.02,9.85,37,22.0028,16,47,63,10,0,1,0,0,0,1,0,0,0,4,1,0,0,0,7
148,1/7/2011 11:00,winter,0,1,cloudy,8.2,9.85,40,15.0013,19,48,67,11,0,0,1,0,0,1,0,0,0,4,0,1,0,0,7
149,1/7/2011 12:00,winter,0,1,cloudy,8.2,9.85,37,16.9979,9,50,59,12,0,0,1,0,0,1,0,0,0,4,0,1,0,0,7
150,1/7/2011 13:00,winter,0,1,cloudy,8.2,9.09,37,19.0012,9,64,73,13,0,0,1,0,0,1,0,0,0,4,0,1,0,0,7
151,1/7/2011 14:00,winter,0,1,cloudy,8.2,9.85,40,16.9979,7,43,50,14,0,0,1,0,0,1,0,0,0,4,0,1,0,0,7
152,1/7/2011 15:00,winter,0,1,cloudy,8.2,10.605,37,11.0014,9,63,72,15,0,0,1,0,0,1,0,0,0,4,0,1,0,0,7
153,1/7/2011 16:00,winter,0,1,cloudy,8.2,10.605,37,11.0014,5,82,87,16,0,0,0,1,0,1,0,0,0,4,0,1,0,0,7
154,1/7/2011 17:00,winter,0,1,cloudy,8.2,12.88,37,0,9,178,187,17,0,0,0,1,0,1,0,0,0,4,0,1,0,0,7
155,1/7/2011 18:00,winter,0,1,nice_weather,8.2,11.365,40,6.0032,7,116,123,18,0,0,0,1,0,1,0,0,0,4,1,0,0,0,7
156,1/7/2011 19:00,winter,0,1,nice_weather,6.56,9.85,55,6.0032,3,92,95,19,0,0,0,1,0,1,0,0,0,4,1,0,0,0,7
157,1/7/2011 20:00,winter,0,1,nice_weather,7.38,10.605,47,7.0015,1,50,51,20,0,0,0,0,1,1,0,0,0,4,1,0,0,0,7
158,1/7/2011 21:00,winter,0,1,nice_weather,7.38,9.85,47,8.9981,0,39,39,21,0,0,0,0,1,1,0,0,0,4,1,0,0,0,7
159,1/7/2011 22:00,winter,0,1,cloudy,7.38,9.85,43,11.0014,2,34,36,22,0,0,0,0,1,1,0,0,0,4,0,1,0,0,7
160,1/7/2011 23:00,winter,0,1,cloudy,7.38,9.85,51,11.0014,1,14,15,23,1,0,0,0,0,1,0,0,0,4,0,1,0,0,7
161,1/8/2011 0:00,winter,0,0,cloudy,7.38,9.85,51,11.0014,1,24,25,0,1,0,0,0,0,1,0,0,0,5,0,1,0,0,8
162,1/8/2011 1:00,winter,0,0,cloudy,7.38,10.605,55,6.0032,1,15,16,1,1,0,0,0,0,1,0,0,0,5,0,1,0,0,8
163,1/8/2011 2:00,winter,0,0,cloudy,7.38,12.12,55,0,3,13,16,2,1,0,0,0,0,1,0,0,0,5,0,1,0,0,8
164,1/8/2011 3:00,winter,0,0,rain_snow,7.38,9.85,55,11.0014,0,7,7,3,1,0,0,0,0,1,0,0,0,5,0,0,1,0,8
165,1/8/2011 4:00,winter,0,0,rain_snow,7.38,9.85,55,11.0014,0,1,1,4,1,0,0,0,0,1,0,0,0,5,0,0,1,0,8
166,1/8/2011 5:00,winter,0,0,cloudy,6.56,8.335,74,11.0014,0,5,5,5,1,0,0,0,0,1,0,0,0,5,0,1,0,0,8
167,1/8/2011 6:00,winter,0,0,cloudy,6.56,8.335,74,11.0014,0,2,2,6,0,1,0,0,0,1,0,0,0,5,0,1,0,0,8
168,1/8/2011 7:00,winter,0,0,cloudy,6.56,9.09,74,7.0015,1,8,9,7,0,1,0,0,0,1,0,0,0,5,0,1,0,0,8
169,1/8/2011 8:00,winter,0,0,rain_snow,6.56,9.09,93,7.0015,0,15,15,8,0,1,0,0,0,1,0,0,0,5,0,0,1,0,8
170,1/8/2011 9:00,winter,0,0,rain_snow,6.56,9.09,93,7.0015,0,20,20,9,0,1,0,0,0,1,0,0,0,5,0,0,1,0,8
171,1/8/2011 10:00,winter,0,0,cloudy,7.38,9.85,80,11.0014,5,56,61,10,0,1,0,0,0,1,0,0,0,5,0,1,0,0,8
172,1/8/2011 11:00,winter,0,0,cloudy,8.2,9.09,69,26.0027,2,60,62,11,0,0,1,0,0,1,0,0,0,5,0,1,0,0,8
173,1/8/2011 12:00,winter,0,0,cloudy,8.2,9.09,59,23.9994,8,90,98,12,0,0,1,0,0,1,0,0,0,5,0,1,0,0,8
174,1/8/2011 13:00,winter,0,0,nice_weather,8.2,9.09,44,22.0028,7,95,102,13,0,0,1,0,0,1,0,0,0,5,1,0,0,0,8
175,1/8/2011 14:00,winter,0,0,nice_weather,8.2,8.335,32,32.9975,12,83,95,14,0,0,1,0,0,1,0,0,0,5,1,0,0,0,8
